SNOMED code	SNOMED descriptor	ICD-O code	topography	filter_code
280875009	Internal limiting membrane of ciliary body	C69.4	top	0_0_0_13_0_4
280876005	Iridociliary junction	C69.4	top	0_0_0_13_0_4
280877001	Zone of iris	C69.4	top	0_0_0_13_0_4
280878006	Entire anterior surface of iris	C69.4	top	0_0_0_13_0_4
280879003	Entire posterior surface of iris	C69.4	top	0_0_0_13_0_4
280880000	Layer of iris	C69.4	top	0_0_0_13_0_4
280881001	Anterior limiting layer of stroma of iris	C69.4	top	0_0_0_13_0_4
280882008	Entire stroma of iris	C69.4	top	0_0_0_13_0_4
280883003	Anterior layer of stroma of iris	C69.4	top	0_0_0_13_0_4
280884009	Middle layer of stroma of iris	C69.4	top	0_0_0_13_0_4
280885005	Posterior layer of stroma of iris	C69.4	top	0_0_0_13_0_4
280886006	Posterior membrane of iris	C69.4	top	0_0_0_13_0_4
280887002	Entire pupillary membrane	C69.4	top	0_0_0_13_0_4
280888007	Muscle of iris	C69.4	top	0_0_0_13_0_4
280889004	Entire sphincter pupillae	C69.4	top	0_0_0_13_0_4
280890008	Entire dilator pupillae	C69.4	top	0_0_0_13_0_4
280891007	Vascular structure of iris	C49.0	top	0_0_0_8_0
280892000	Entire greater vascular circle of iris	C69.4	top	0_0_0_13_0_4
280893005	Entire lesser vascular circle of iris	C69.4	top	0_0_0_13_0_4
280894004	Layer of choroid	C69.3	top	0_0_0_13_0_3
280895003	Entire lamina suprachoroidea	C69.3	top	0_0_0_13_0_3
280896002	Entire vascular lamina of choroid	C69.3	top	0_0_0_13_0_3
280903002	Pulp of finger	C76.4	top	0_0_0_15_4
280904008	Pulp of thumb	C76.4	top	0_0_0_15_4
280908006	Entire supraclavicular skin	C44.4	top	0_0_0_5_4
280909003	Flexural skin crease	C44.9	top	0_0_0_5_9
280910008	Skin crease of knee	C44.9	top	0_0_0_5_9
280911007	Entire axillary hair	C44.5	top	0_0_0_5_5
280912000	Groin hair	C44.5	top	0_0_0_5_5
280913005	Entire retinal vein	C69.6	top	0_0_0_13_0_6
280914004	Branch of retinal artery	C69.6	top	0_0_0_13_0_6
280915003	Inferior pancreatic lymph node	C77.2	top	0_0_0_16_2
280916002	Entire central retinal artery	C49.0	top	0_0_0_8_0
280917006	Nasal half of retina	C69.2	top	0_0_0_13_0_2
280918001	Pulp of toe	C76.5	top	0_0_0_15_5
280920003	Temporal half of retina	C69.2	top	0_0_0_13_0_2
280921004	Superior half of retina	C69.2	top	0_0_0_13_0_2
280922006	Inferior half of retina	C69.2	top	0_0_0_13_0_2
280923001	Superior nasal quadrant of retina	C69.2	top	0_0_0_13_0_2
280924007	Inferior nasal quadrant of retina	C69.2	top	0_0_0_13_0_2
280925008	Superior temporal quadrant of retina	C69.2	top	0_0_0_13_0_2
280926009	Inferior temporal quadrant of retina	C69.2	top	0_0_0_13_0_2
280927000	Entire central retinal vein	C49.0	top	0_0_0_8_0
280929002	Macular branch of retinal vein	C69.6	top	0_0_0_13_0_6
280930007	Entire inferior retinal temporal vein	C69.6	top	0_0_0_13_0_6
280931006	Entire inferior nasal retinal vein	C69.6	top	0_0_0_13_0_6
280932004	Entire superior nasal retinal vein	C69.6	top	0_0_0_13_0_6
280933009	Entire scalp hair	C44.4	top	0_0_0_5_4
280934003	Entire inferior retinal temporal artery	C69.6	top	0_0_0_13_0_6
280935002	Entire superior retinal temporal artery	C69.6	top	0_0_0_13_0_6
280936001	Entire inferior nasal retinal artery	C69.6	top	0_0_0_13_0_6
280937005	Entire superior nasal retinal artery	C69.6	top	0_0_0_13_0_6
280938000	Abdominal cutaneous nerve	C76.7	top	0_0_0_15_6
280950006	Nervous system pathway structure	C72.9	top	0_0_0_13_3_7
280951005	Visual pathway structure	C72.9	top	0_0_0_13_3_7
280952003	Entire optic tract	C72.3	top	0_0_0_13_3_3
280953008	Entire optic radiation	C71.0	top	0_0_0_13_2_0
280954002	Retrobulbar space	C69.6	top	0_0_0_13_0_6
280956000	Eyelash follicle	C44.1	top	0_0_0_5_1
280957009	Subconjunctival space	C69.0	top	0_0_0_13_0_0
280995004	Entire metacarpophalangeal joint	C40.1	top	0_0_0_3_0_1
280997007	Entire maxillary labial sulcus	C06.9	top	0_0_0_0_6_4
280998002	Entire mandibular labial sulcus	C06.9	top	0_0_0_0_6_4
280999005	Superior pancreatic lymph node	C77.2	top	0_0_0_16_2
281000009	Entire sublingual duct	C08.1	top	0_0_0_0_8_1
281055007	Entire inferior mesenteric vein	C49.4	top	0_0_0_8_4
281056008	Entire internal thoracic vein	C49.3	top	0_0_0_8_3
281057004	Entire intercostal vein	C49.3	top	0_0_0_8_3
281059001	Entire cystic vein	C49.4	top	0_0_0_8_4
281060006	Entire gastric vein	C49.4	top	0_0_0_8_4
281061005	Entire left gastric vein	C49.4	top	0_0_0_8_4
281062003	Entire right gastric vein	C49.4	top	0_0_0_8_4
281063008	Entire uterine vein	C49.5	top	0_0_0_8_5
281064002	Entire deep vein of lower limb	C49.9	top	0_0_0_8_8
281065001	Entire popliteal vein	C49.2	top	0_0_0_8_2
281066000	Entire anterior tibial vein	C49.2	top	0_0_0_8_2
281067009	Entire posterior tibial vein	C49.2	top	0_0_0_8_2
281068004	Junction of stomach	C16.9	top	0_0_0_1_1_8
281073005	Junction of small intestine	C17.9	top	0_0_0_1_2_5
281074004	Duodenojejunal junction	C17.9	top	0_0_0_1_2_5
281075003	Entire Bowman layer	C69.1	top	0_0_0_13_0_1
281076002	Entire Descemet membrane	C69.1	top	0_0_0_13_0_1
281079009	Superior division of central artery of retina	C69.6	top	0_0_0_13_0_6
281081006	Inferior division of central artery of retina	C69.6	top	0_0_0_13_0_6
281082004	Macular arteriole	C69.6	top	0_0_0_13_0_6
281084003	Entire mesenteric artery	C49.4	top	0_0_0_8_4
281086001	Entire lamina cribrosa of sclera	C69.4	top	0_0_0_13_0_4
281087005	Scleral sulcus	C69.4	top	0_0_0_13_0_4
281088000	Anorectal structure	C76.3	top	0_0_0_15_3
281089008	Entire lymph node of epiploic foramen	C77.2	top	0_0_0_16_2
281112005	Entire transplant kidney	C64.9	top	0_0_0_12_0_0
281130003	Descending aorta structure	C49.3	top	0_0_0_8_3
281134007	Intercostal artery	C49.3	top	0_0_0_8_3
281135008	Entire deep plantar branch of arcuate artery	C49.2	top	0_0_0_8_2
281137000	Entire carotid sinus	C49.0	top	0_0_0_8_0
281138005	Intracranial vessel	C71.9	top	0_0_0_13_2_9
281139002	Entire intercostobrachial nerve	C47.3	top	0_0_0_6_3
281142008	Deep terminal branch of ulnar nerve	C47.9	top	0_0_0_6_8
281145005	Right inguinal canal	C76.3	top	0_0_0_15_3
281146006	Left inguinal canal	C76.3	top	0_0_0_15_3
281147002	Posterior wall of inguinal canal	C76.3	top	0_0_0_15_3
281148007	Entire olfactory pathway	C71.0	top	0_0_0_13_2_0
281149004	Olfactory pathway structure	C71.0	top	0_0_0_13_2_0
281151000	Bilateral femoral canals	C49.2	top	0_0_0_8_2
281152007	Entire pancreaticoduodenal lymph node	C77.2	top	0_0_0_16_2
281157001	Systemic vascular structure	C49.9	top	0_0_0_8_8
281158006	Pulmonary vascular structure	C76.1	top	0_0_0_15_1
281159003	Systemic arterial structure	C49.9	top	0_0_0_8_8
281163005	Internal abdominal orifice structure	C48.2	top	0_0_0_7_2
281190001	C3 vertebral foramen	C41.2	top	0_0_0_3_1_2
281191002	C4 vertebral foramen	C41.2	top	0_0_0_3_1_2
281192009	C5 vertebral foramen	C41.2	top	0_0_0_3_1_2
281193004	C6 vertebral foramen	C41.2	top	0_0_0_3_1_2
281194005	C7 vertebral foramen	C41.2	top	0_0_0_3_1_2
281195006	T1 vertebral foramen	C41.2	top	0_0_0_3_1_2
281196007	T2 vertebral foramen	C41.2	top	0_0_0_3_1_2
281197003	T3 vertebral foramen	C41.2	top	0_0_0_3_1_2
281198008	T4 vertebral foramen	C41.2	top	0_0_0_3_1_2
281199000	T5 vertebral foramen	C41.2	top	0_0_0_3_1_2
281200002	T6 vertebral foramen	C41.2	top	0_0_0_3_1_2
281201003	T7 vertebral foramen	C41.2	top	0_0_0_3_1_2
281202005	T8 vertebral foramen	C41.2	top	0_0_0_3_1_2
281203000	T9 vertebral foramen	C41.2	top	0_0_0_3_1_2
281204006	T10 vertebral foramen	C41.2	top	0_0_0_3_1_2
281205007	T11 vertebral foramen	C41.2	top	0_0_0_3_1_2
281206008	T12 vertebral foramen	C41.2	top	0_0_0_3_1_2
281208009	L1 vertebral foramen	C41.2	top	0_0_0_3_1_2
281209001	L2 vertebral foramen	C41.2	top	0_0_0_3_1_2
281210006	L3 vertebral foramen	C41.2	top	0_0_0_3_1_2
281211005	L4 vertebral foramen	C41.2	top	0_0_0_3_1_2
281212003	L5 vertebral foramen	C41.2	top	0_0_0_3_1_2
281213008	Back structure, including back of neck	C76.7	top	0_0_0_15_6
281214002	C3 foramen transversarium	C41.2	top	0_0_0_3_1_2
281215001	C4 foramen transversarium	C41.2	top	0_0_0_3_1_2
281217009	C5 foramen transversarium	C41.2	top	0_0_0_3_1_2
281218004	C6 foramen transversarium	C41.2	top	0_0_0_3_1_2
281219007	C7 foramen transversarium	C41.2	top	0_0_0_3_1_2
281220001	Entire transverse foramen of atlas	C41.2	top	0_0_0_3_1_2
281221002	Foramen transversarium of axis	C41.2	top	0_0_0_3_1_2
281224005	Anterior tubercle of atlas	C41.2	top	0_0_0_3_1_2
281225006	Posterior tubercle of atlas	C41.2	top	0_0_0_3_1_2
281226007	Vertebral foramen of axis	C41.2	top	0_0_0_3_1_2
281227003	Inferior pancreaticoduodenal lymph node	C77.2	top	0_0_0_16_2
281228008	Vertebral foramen of atlas	C41.2	top	0_0_0_3_1_2
281230005	Nervous structure of head	C76.0	top	0_0_0_15_0
281231009	Blood vessel of head	C49.0	top	0_0_0_8_0
281232002	Vascular structure of head and/or neck	C49.0	top	0_0_0_8_0
281233007	Cardiovascular structure of trunk	C76.7	top	0_0_0_15_6
281237008	Vascular structure of upper limb	C49.1	top	0_0_0_8_1
281238003	Vascular structure of lower limb	C49.2	top	0_0_0_8_2
281241007	Musculoskeletal structure of head	C76.0	top	0_0_0_15_0
281242000	Musculoskeletal structure of limb	C76.7	top	0_0_0_15_6
281243005	Musculoskeletal structure of upper limb	C76.4	top	0_0_0_15_4
281244004	Musculoskeletal structure of lower limb	C76.5	top	0_0_0_15_5
281246002	Musculoskeletal structure of neck	C76.0	top	0_0_0_15_0
281247006	Cervical nervous structure	C76.0	top	0_0_0_15_0
281248001	Nervous structure of trunk	C76.7	top	0_0_0_15_6
281253006	Structure of musculoskeletal system of head and/or neck	C76.0	top	0_0_0_15_0
281320004	Superior pancreaticoduodenal lymph node	C77.2	top	0_0_0_16_2
281345001	Lymphatic structure of head and neck	C76.0	top	0_0_0_15_0
281346000	Lymphatic structure of trunk	C76.7	top	0_0_0_15_6
281347009	Lymphatic structure of limb	C76.7	top	0_0_0_15_6
281348004	Lesser metatarsal structure	C40.3	top	0_0_0_3_0_3
281349007	Peroneal tendon	C49.9	top	0_0_0_8_8
281349007	Peroneal tendon	C49.2	top	0_0_0_8_2
281385007	Entire anterior wall of bladder	C67.3	top	0_0_0_12_3_3
281386008	Entire posterior wall of bladder	C67.4	top	0_0_0_12_3_4
281391009	Zone of lung	C76.1	top	0_0_0_15_1
281392002	Upper zone of lung	C76.1	top	0_0_0_15_1
281393007	Middle zone of lung	C76.1	top	0_0_0_15_1
281394001	Lower zone of lung	C76.1	top	0_0_0_15_1
281412000	Entire lumbar lymph node	C77.2	top	0_0_0_16_2
281426009	Radial nerve at wrist	C47.9	top	0_0_0_6_8
281427000	Radial nerve at elbow	C47.9	top	0_0_0_6_8
281467004	Intrathoracic cardiovascular structure	C76.1	top	0_0_0_15_1
281468009	Intrathoracic systemic artery	C49.9	top	0_0_0_8_8
281470000	Entire abdominal artery	C49.9	top	0_0_0_8_8
281472008	Entire thoracic vein	C49.3	top	0_0_0_8_3
281473003	Entire abdominal vein	C49.4	top	0_0_0_8_4
281474009	Intrathoracic systemic vein	C49.3	top	0_0_0_8_3
281475005	Systemic abdominal vein	C49.4	top	0_0_0_8_4
281477002	Entire visual pathway	C72.9	top	0_0_0_13_3_7
281480001	Systemic vein of trunk	C49.9	top	0_0_0_8_8
281481002	Entire pelvic vein	C49.5	top	0_0_0_8_5
281483004	Entire body wall	C76.7	top	0_0_0_15_6
281485006	Entire palpebral ligament	C44.1	top	0_0_0_5_1
281486007	Entire nasal skeleton	C30.0	top	0_0_0_2_0_0
281487003	Entire epithalamus	C71.0	top	0_0_0_13_2_0
281488008	Entire lower respiratory tract	C39.9	top	0_0_0_2_7_2
281489000	Entire cardiac conducting system	C38.0	top	0_0_0_2_6_0
281490009	Entire hypopharynx	C13.9	top	0_0_0_0_13_4
281496003	Pelvic vascular structure	C76.3	top	0_0_0_15_3
281501002	Intra-abdominal digestive structure	C26.9	top	0_0_0_1_11_2
281507003	Entire intestinal lymph node	C77.2	top	0_0_0_16_2
281511009	Entire subglottis	C32.9	top	0_0_0_2_2_5
281512002	Entire putamen	C71.0	top	0_0_0_13_2_0
281593008	Entire colic lymph node	C77.2	top	0_0_0_16_2
281603007	Entire long head of biceps brachii	C49.1	top	0_0_0_8_1
281604001	Entire short head of biceps brachii	C49.1	top	0_0_0_8_1
281605000	Entire long head of triceps muscle	C49.1	top	0_0_0_8_1
281606004	Entire lateral head of triceps muscle	C49.1	top	0_0_0_8_1
281607008	Entire medial head of triceps muscle	C49.1	top	0_0_0_8_1
281625001	Entire right adrenal gland	C74.9	top	0_0_0_14_1_2
281626000	Entire left adrenal gland	C74.9	top	0_0_0_14_1_2
281629007	Entire skin of upper lip	C44.0	top	0_0_0_5_0
281630002	Entire skin of lower lip	C44.0	top	0_0_0_5_0
281640004	Skin of part of hand	C44.6	top	0_0_0_5_6
281641000	Skin of part of palmar surface of hand	C44.6	top	0_0_0_5_6
281642007	Skin of part of dorsal surface of hand	C44.6	top	0_0_0_5_6
281643002	Skin of part of finger web	C44.6	top	0_0_0_5_6
281644008	Skin of part of fingers and thumb	C44.6	top	0_0_0_5_6
281645009	Skin of part of finger	C44.6	top	0_0_0_5_6
281646005	Skin of part of thumb	C44.6	top	0_0_0_5_6
281676003	Ileocolic lymph node	C77.2	top	0_0_0_16_2
281679005	Skin of part of genitalia	C44.9	top	0_0_0_5_9
281680008	Skin of part of male external genitalia	C63.9	top	0_0_0_11_3_5
281681007	Skin of part of penis	C60.9	top	0_0_0_11_0_4
281682000	Skin of part of shaft of penis	C60.9	top	0_0_0_11_0_4
281683005	Skin of part of glans of penis	C60.1	top	0_0_0_11_0_1
281684004	Skin of part of female external genitalia	C51.9	top	0_0_0_10_0_4
281695005	Entire paraganglia	C75.5	top	0_0_0_14_2_5
281696006	Entire coccygeal body	C75.5	top	0_0_0_14_2_5
281699004	Entire presacral region	C76.3	top	0_0_0_15_3
281703001	Entire suprapatellar bursa	C49.2	top	0_0_0_8_2
281704007	Capsule of hand joint	C41.9	top	0_0_0_3_1_6
281705008	Capsule of foot joint	C40.3	top	0_0_0_3_0_3
281707000	Skin of part of head and neck	C44.4	top	0_0_0_5_4
281708005	Skin of part of head	C44.4	top	0_0_0_5_4
281709002	Skin of part of face	C44.3	top	0_0_0_5_3
281710007	Skin of part of side of face	C44.3	top	0_0_0_5_3
281711006	Skin of part of ear	C44.2	top	0_0_0_5_2
281712004	Skin of part of front of face	C44.3	top	0_0_0_5_3
281713009	Skin of part of forehead	C44.3	top	0_0_0_5_3
281714003	Skin of part of nose	C44.3	top	0_0_0_5_3
281715002	Skin of part of lip	C44.0	top	0_0_0_5_0
281716001	Skin of part of jaw	C44.3	top	0_0_0_5_3
281718000	Skin of part of chin	C44.3	top	0_0_0_5_3
281719008	Skin of part of neck	C44.4	top	0_0_0_5_4
281720002	Skin of part of anterior surface of neck	C44.4	top	0_0_0_5_4
281721003	Skin of part of trunk	C44.5	top	0_0_0_5_5
281722005	Skin of part of back	C44.5	top	0_0_0_5_5
281723000	Skin of part of thorax	C44.5	top	0_0_0_5_5
281724006	Skin of part of anterolateral surface of thorax	C44.5	top	0_0_0_5_5
281725007	Skin of part of breast	C44.5	top	0_0_0_5_5
281726008	Skin of part of front of thorax	C44.5	top	0_0_0_5_5
281727004	Skin of part of abdomen	C44.5	top	0_0_0_5_5
281729001	Skin of part of umbilicus	C44.5	top	0_0_0_5_5
281730006	Skin of part of pelvic region	C44.5	top	0_0_0_5_5
281731005	Skin of part of anogenital region	C44.5	top	0_0_0_5_5
281732003	Skin of part of axilla	C44.5	top	0_0_0_5_5
281733008	Skin of part of upper limb	C44.6	top	0_0_0_5_6
281734002	Skin of part of shoulder	C44.6	top	0_0_0_5_6
281735001	Skin of part of upper arm	C44.6	top	0_0_0_5_6
281736000	Skin of part of elbow	C44.6	top	0_0_0_5_6
281737009	Skin of part of forearm	C44.6	top	0_0_0_5_6
281738004	Skin of part of wrist	C44.6	top	0_0_0_5_6
281739007	Skin of part of lower limb	C44.7	top	0_0_0_5_7
281740009	Skin of part of thigh	C44.7	top	0_0_0_5_7
281741008	Skin of part of knee	C44.7	top	0_0_0_5_7
281742001	Skin of part of lower leg	C44.7	top	0_0_0_5_7
281743006	Skin of part of foot	C44.7	top	0_0_0_5_7
281744000	Skin of part of plantar surface of foot	C44.7	top	0_0_0_5_7
281745004	Skin of part of web of toe	C44.7	top	0_0_0_5_7
281746003	Skin of part of ankle	C44.7	top	0_0_0_5_7
281747007	Skin of part of digit	C44.9	top	0_0_0_5_9
281748002	Skin of part of interdigital web	C44.9	top	0_0_0_5_9
281765006	Prececal lymph node	C77.2	top	0_0_0_16_2
281776005	Lymphatic structure of thorax	C76.1	top	0_0_0_15_1
281777001	Lymphatic structure of axilla	C76.1	top	0_0_0_15_1
281778006	Intrathoracic lymphatic structure	C76.1	top	0_0_0_15_1
281779003	Mediastinal lymphatic structure	C38.3	top	0_0_0_2_6_3
281780000	Lymphatic structure of pelvis	C76.3	top	0_0_0_15_3
281781001	Lymphatic structure of upper limb	C76.4	top	0_0_0_15_4
281782008	Lymphatic structure of lower limb	C76.5	top	0_0_0_15_5
281783003	Inguinal lymphatic structure	C76.5	top	0_0_0_15_5
281819003	Buccal-occlusal-palatal	C26.9	top	0_0_0_1_11_2
281825004	Region of thoracic cavity	C76.1	top	0_0_0_15_1
281827007	Regional cardiovascular structure	C76.7	top	0_0_0_15_6
281828002	Vascular structure of limb	C49.9	top	0_0_0_8_8
281829005	Regional nervous structure	C72.9	top	0_0_0_13_3_7
281830000	Nervous structure of head and neck	C76.0	top	0_0_0_15_0
281831001	Entire visual system	C72.9	top	0_0_0_13_3_7
281832008	Entire auditory system	C72.9	top	0_0_0_13_3_7
281840002	Entire medial atlantoaxial joint	C41.2	top	0_0_0_3_1_2
281841003	Entire c1/C2 facet joint	C41.2	top	0_0_0_3_1_2
281847004	Retrocecal lymph node	C77.2	top	0_0_0_16_2
281866004	Entire epidural space	C70.9	top	0_0_0_13_1_2
281868003	Entire intervertebral foramen	C41.2	top	0_0_0_3_1_2
281869006	Entire cervical intervertebral foramen	C41.2	top	0_0_0_3_1_2
281870007	C1/C2 intervertebral foramen	C41.2	top	0_0_0_3_1_2
281871006	C2/C3 intervertebral foramen	C41.2	top	0_0_0_3_1_2
281872004	Entire C3/C4 intervertebral foramen	C41.2	top	0_0_0_3_1_2
281873009	Entire C4/C5 intervertebral foramen	C41.2	top	0_0_0_3_1_2
281874003	Entire C5/C6 intervertebral foramen	C41.2	top	0_0_0_3_1_2
281875002	Entire C6/C7 intervertebral foramen	C41.2	top	0_0_0_3_1_2
281876001	Entire C7/T1 intervertebral foramen	C41.2	top	0_0_0_3_1_2
281877005	Entire thoracic intervertebral foramen	C41.2	top	0_0_0_3_1_2
281878000	Entire T1/T2 intervertebral foramen	C41.2	top	0_0_0_3_1_2
281879008	Entire T2/T3 intervertebral foramen	C41.2	top	0_0_0_3_1_2
281880006	Entire T3/T4 intervertebral foramen	C41.2	top	0_0_0_3_1_2
281881005	Entire T4/T5 intervertebral foramen	C41.2	top	0_0_0_3_1_2
281883008	Entire T5/T6 intervertebral foramen	C41.2	top	0_0_0_3_1_2
281884002	Entire T6/T7 intervertebral foramen	C41.2	top	0_0_0_3_1_2
281885001	Entire T7/T8 intervertebral foramen	C41.2	top	0_0_0_3_1_2
281886000	Entire T8/T9 intervertebral foramen	C41.2	top	0_0_0_3_1_2
281887009	Entire T9/T10 intervertebral foramen	C41.2	top	0_0_0_3_1_2
281888004	Entire T10/T11 intervertebral foramen	C41.2	top	0_0_0_3_1_2
281889007	Entire T11/T12 intervertebral foramen	C41.2	top	0_0_0_3_1_2
281890003	Entire T12/L1 intervertebral foramen	C41.2	top	0_0_0_3_1_2
281891004	Entire lumbar intervertebral foramen	C41.2	top	0_0_0_3_1_2
281892006	Entire L1/L2 intervertebral foramen	C41.2	top	0_0_0_3_1_2
281893001	Entire L2/L3 intervertebral foramen	C41.2	top	0_0_0_3_1_2
281894007	Entire L3/L4 intervertebral foramen	C41.2	top	0_0_0_3_1_2
281895008	Entire L4/L5 intervertebral foramen	C41.2	top	0_0_0_3_1_2
281896009	Entire L5/S1 intervertebral foramen	C41.2	top	0_0_0_3_1_2
281901006	Intra-abdominal urinary structure	C76.2	top	0_0_0_15_2
281902004	Abdomen proper cavity	C76.2	top	0_0_0_15_2
281904003	Pelvic cavity urinary structure	C76.3	top	0_0_0_15_3
281905002	Male pelvic genitalia	C76.3	top	0_0_0_15_3
281906001	Pelvic cavity female genital structure	C76.3	top	0_0_0_15_3
281939003	Right colic lymph node	C77.2	top	0_0_0_16_2
281953003	Entire intertrochanteric region	C40.2	top	0_0_0_3_0_2
282004003	Lesser toe structure	C76.5	top	0_0_0_15_5
282019002	Bicipital groove	C40.0	top	0_0_0_3_0_0
282021007	Inter-regional junction of spine	C76.7	top	0_0_0_15_6
282031000	Midcolic lymph node	C77.2	top	0_0_0_16_2
282044005	Penile artery	C49.5	top	0_0_0_8_5
282046007	Parathyroid vein	C49.0	top	0_0_0_8_0
282047003	Orbital vein	C49.0	top	0_0_0_8_0
282101008	Entire infraspinatus tendon	C49.1	top	0_0_0_8_1
282102001	Entire deltoid bursa	C49.1	top	0_0_0_8_1
282103006	Entire retrocalcaneal bursa	C76.5	top	0_0_0_15_5
282104000	Entire subscapularis tendon	C49.1	top	0_0_0_8_1
282116006	Left colic lymph node	C77.2	top	0_0_0_16_2
282128003	Entire infrapatellar fat pad	C40.2	top	0_0_0_3_0_2
282217007	Entire appendicular lymph node	C77.2	top	0_0_0_16_2
282313009	Entire epigastric lymph node	C77.5	top	0_0_0_16_5
282413008	Entire costochondral joint	C41.9	top	0_0_0_3_1_6
282414002	Entire lacteal	C49.9	top	0_0_0_8_8
282415001	Entire first costochondral joint	C41.9	top	0_0_0_3_1_6
282416000	Entire second costochondral joint	C41.9	top	0_0_0_3_1_6
282417009	Entire third costochondral joint	C41.9	top	0_0_0_3_1_6
282418004	Entire fourth costochondral joint	C41.9	top	0_0_0_3_1_6
282419007	Entire fifth costochondral joint	C41.9	top	0_0_0_3_1_6
282420001	Entire sixth costochondral joint	C41.9	top	0_0_0_3_1_6
282421002	Entire seventh costochondral joint	C41.9	top	0_0_0_3_1_6
282422009	Entire eighth costochondral joint	C41.9	top	0_0_0_3_1_6
282423004	Entire ninth costochondral joint	C41.9	top	0_0_0_3_1_6
282424005	Entire tenth costochondral joint	C41.9	top	0_0_0_3_1_6
282425006	Entire eleventh costochondral joint	C41.9	top	0_0_0_3_1_6
282426007	Entire twelfth costochondral joint	C41.9	top	0_0_0_3_1_6
282433007	Entire meniscus of temporomandibular joint	C41.1	top	0_0_0_3_1_1
282440008	Entire ischial bursa	C49.9	top	0_0_0_8_8
282441007	Entire palmar space	C76.4	top	0_0_0_15_4
282442000	Entire hypothenar space	C49.1	top	0_0_0_8_1
282443005	Entire midpalmar space	C49.1	top	0_0_0_8_1
282444004	Entire thenar space	C49.1	top	0_0_0_8_1
282511007	Entire splenic arterioles	C42.2	top	0_0_0_4_2
282612007	Ellipsoid arterioles	C42.2	top	0_0_0_4_2
282715000	Entire penicilliary arteries	C42.2	top	0_0_0_4_2
282802003	Entire splenic venules	C42.2	top	0_0_0_4_2
282814006	Entire cribriform plate	C41.0	top	0_0_0_3_1_0
282816008	Entire capitulum of humerus	C40.0	top	0_0_0_3_0_0
282817004	Entire trochlea of humerus	C40.0	top	0_0_0_3_0_0
282823009	Phalanx of finger	C40.1	top	0_0_0_3_0_1
282824003	Entire tibial tuberosity	C40.2	top	0_0_0_3_0_2
282829008	Bilateral condylar process of mandible	C41.1	top	0_0_0_3_1_1
282894005	Entire posterior gastric artery	C49.4	top	0_0_0_8_4
282995005	Entire splenic branch of splenic artery	C49.4	top	0_0_0_8_4
283094004	Entire ureteral branch of testicular artery	C49.5	top	0_0_0_8_5
283191005	Entire ureteral branch of ovarian artery	C49.5	top	0_0_0_8_5
283392005	Entire right common iliac artery	C49.5	top	0_0_0_8_5
283493001	Entire left common iliac artery	C49.5	top	0_0_0_8_5
283593004	Right internal iliac artery	C49.5	top	0_0_0_8_5
283696001	Left internal iliac artery	C49.5	top	0_0_0_8_5
283797001	Right external iliac artery	C49.5	top	0_0_0_8_5
283869001	Buccal-occlusal-lingual	C26.9	top	0_0_0_1_11_2
283892001	Left external iliac artery	C49.5	top	0_0_0_8_5
283984006	Superior vesical artery	C49.5	top	0_0_0_8_5
283992002	Entire digit of hand	C76.7	top	0_0_0_15_6
284057003	Inferior vesical artery	C49.5	top	0_0_0_8_5
284114005	Entire ovarian branch of uterine artery	C49.5	top	0_0_0_8_5
284203004	Entire tubal branch of uterine artery	C49.5	top	0_0_0_8_5
284259009	Entire artery of the round ligament	C49.5	top	0_0_0_8_5
284355001	Left ventricle anterior segment	C38.0	top	0_0_0_2_6_0
284356000	Left ventricle septal segment	C38.0	top	0_0_0_2_6_0
284357009	Left ventricle inferior segment	C38.0	top	0_0_0_2_6_0
284358004	Left ventricle lateral segment	C38.0	top	0_0_0_2_6_0
284359007	Entire branch of portal vein	C49.4	top	0_0_0_8_4
284538001	Skin of part of eye region	C69.6	top	0_0_0_13_0_6
284539009	Skin of part of mouth region	C76.0	top	0_0_0_15_0
284639000	Umbilical portion of portal vein	C49.4	top	0_0_0_8_4
284721002	Entire left colic vein	C49.4	top	0_0_0_8_4
284813001	Entire sigmoid vein	C49.4	top	0_0_0_8_4
284917004	Entire superior hemorrhoidal vein	C49.5	top	0_0_0_8_5
285019005	Entire short gastric vein	C49.4	top	0_0_0_8_4
285119008	Entire left gastroepiploic vein	C49.4	top	0_0_0_8_4
285203009	Entire intestinal vein	C49.4	top	0_0_0_8_4
285289006	Appendicular vein	C49.4	top	0_0_0_8_4
285377006	Colic vein	C49.4	top	0_0_0_8_4
285425001	Upper deep cervical lymph node	C77.0	top	0_0_0_16_0
285427009	Middle deep cervical lymph node	C77.0	top	0_0_0_16_0
285429007	Lower deep cervical lymph node	C77.0	top	0_0_0_16_0
285463009	Ileocolic vein	C49.4	top	0_0_0_8_4
285564001	Right colic vein	C49.4	top	0_0_0_8_4
285632004	Middle colic vein	C49.4	top	0_0_0_8_4
285718009	Middle rectal vein	C49.4	top	0_0_0_8_4
285748007	Entire deep palmar arch	C49.1	top	0_0_0_8_1
285798008	Inferior rectal vein	C49.4	top	0_0_0_8_4
285891005	Entire right gastroepiploic vein	C49.4	top	0_0_0_8_4
285992004	Entire prepyloric vein	C49.4	top	0_0_0_8_4
286094009	Entire paraumbilical vein	C49.4	top	0_0_0_8_4
286195007	Entire trunk of portal vein	C49.4	top	0_0_0_8_4
286297006	Entire ascending lumbar vein	C49.3	top	0_0_0_8_3
286399007	Entire lumbar vein	C49.3	top	0_0_0_8_3
